fid,transcript,cleaned_transcript,timestamp,text_language,social_media_channel,hashtags,mentions,emojis,cluster_id,is_representative,repetition_count,counterfeit_risk,has_ccr_risk,risk_level,risk_type,reasoning,keywords,result_propagated,relevant,confidence,processing_time
1945898370767237460,"  STEAL! Versace Dylan Blue Perfume, as low as $55, retail $130! https://t.co/y9aqONHhK8 Givenchy Gentleman Cologne, $68, retail $137! https://t.co/sdnmVXGy7V https://t.co/97wwmAzRSa","STEAL! Versace Dylan Blue Perfume, as low as $55, retail $130! Givenchy Gentleman Cologne, $68, retail $137!",2025-07-17 17:28:19,en,TWITTER,,,,cluster_2,True,6,True,True,Low,Suspicious_source,"The comment suggests significantly discounted prices for brand-name fragrances (Givenchy Gentleman Cologne at $68 vs. $137 retail, Versace Dylan Blue at $55 vs. $130 retail), which could indicate pote","['""STEAL!""']",False,,,
1945907593987211528,"  STEAL! Versace Dylan Blue Perfume, as low as $55, retail $130! https://t.co/Bpp3e1Vojb Givenchy Gentleman Cologne, $68, retail $137! https://t.co/gtB9B0l5uU","STEAL! Versace Dylan Blue Perfume, as low as $55, retail $130! Givenchy Gentleman Cologne, $68, retail $137!",2025-07-17 18:04:58,en,TWITTER,,,,cluster_2,False,6,True,True,Low,Suspicious_source,"The comment suggests significantly discounted prices for brand-name fragrances (Givenchy Gentleman Cologne at $68 vs. $137 retail, Versace Dylan Blue at $55 vs. $130 retail), which could indicate pote","['""STEAL!""']",True,True,Medium,3.512683391571045
1946025490277663094,"  @RaheemAdam15 @it_Rutie Haha, RaheemAdam15, I dey feel the vibe too! it_Rutie, that Storm Elixir and La-Interdit combo sounds like a smart, lasting pick under 10k. If na dupe for Givenchy, e fit hold scent for hours. Wetin you think?","Haha, RaheemAdam15, I dey feel the vibe too! it_Rutie, that Storm Elixir and La-Interdit combo sounds like a smart, lasting pick under 10k. If na dupe for Givenchy, e fit hold scent for hours. Wetin you think?",2025-07-18 01:53:26,en,TWITTER,,RaheemAdam15|it_Rutie,,,False,1,True,False,Low,None,"The comment contains a potential reference to a ""dupe"" (duplicate/counterfeit) of a Givenchy fragrance, suggesting the possibility of a non-authentic product. The phrase ""if na dupe... e fit hold scen","['""dupe""']",False,,,
1946040274087461301,"  STEAL! Versace Dylan Blue Perfume, as low as $55, retail $130! https://t.co/y9aqONHhK8 Givenchy Gentleman Cologne, $68, retail $137! https://t.co/sdnmVXGy7V https://t.co/pwgDEHSdo1","STEAL! Versace Dylan Blue Perfume, as low as $55, retail $130! Givenchy Gentleman Cologne, $68, retail $137!",2025-07-18 02:52:11,en,TWITTER,,,,cluster_2,False,6,True,True,Low,Suspicious_source,"The comment suggests significantly discounted prices for brand-name fragrances (Givenchy Gentleman Cologne at $68 vs. $137 retail, Versace Dylan Blue at $55 vs. $130 retail), which could indicate pote","['""STEAL!""']",True,True,Medium,3.512683391571045
1946418755669467479,"  STEAL! Versace Dylan Blue Perfume, as low as $55, retail $130! https://t.co/y9aqONHhK8 Givenchy Gentleman Cologne, $68, retail $137! https://t.co/sdnmVXGy7V https://t.co/DvFZRERyS8","STEAL! Versace Dylan Blue Perfume, as low as $55, retail $130! Givenchy Gentleman Cologne, $68, retail $137!",2025-07-19 03:56:08,en,TWITTER,,,,cluster_2,False,6,True,True,Low,Suspicious_source,"The comment suggests significantly discounted prices for brand-name fragrances (Givenchy Gentleman Cologne at $68 vs. $137 retail, Versace Dylan Blue at $55 vs. $130 retail), which could indicate pote","['""STEAL!""']",True,True,Medium,3.512683391571045
1946435834762113283,"  STEAL! Versace Dylan Blue Perfume, as low as $55, retail $130! https://t.co/Bpp3e1Vojb Givenchy Gentleman Cologne, $68, retail $137! https://t.co/gtB9B0l5uU","STEAL! Versace Dylan Blue Perfume, as low as $55, retail $130! Givenchy Gentleman Cologne, $68, retail $137!",2025-07-19 05:04:00,en,TWITTER,,,,cluster_2,False,6,True,True,Low,Suspicious_source,"The comment suggests significantly discounted prices for brand-name fragrances (Givenchy Gentleman Cologne at $68 vs. $137 retail, Versace Dylan Blue at $55 vs. $130 retail), which could indicate pote","['""STEAL!""']",True,True,Medium,3.512683391571045
1946623023668220191,  Givenchy Gentleman Boisee 3.4 oz EDP only $67.62 https://t.co/gtB9B0l5uU,Givenchy Gentleman Boisee 3.4 oz EDP only $67.62,2025-07-19 17:27:50,en,TWITTER,,,,cluster_3,True,5,True,True,Low,Suspicious_source,"The extremely low price ($67.62) for a 3.4 oz Givenchy Gentleman Boisee EDP is suspicious, as this is significantly below typical retail pricing. The shortened URL also raises mild concerns about the ","['""cheap price""', '""too good to be true""']",False,,,
1946678737514144080,  Givenchy Gentleman Boisee 3.4 oz EDP only $67.62 https://t.co/AHjRd91zHg,Givenchy Gentleman Boisee 3.4 oz EDP only $67.62,2025-07-19 21:09:13,en,TWITTER,,,,cluster_3,False,5,True,True,Low,Suspicious_source,"The extremely low price ($67.62) for a 3.4 oz Givenchy Gentleman Boisee EDP is suspicious, as this is significantly below typical retail pricing. The shortened URL also raises mild concerns about the ","['""cheap price""', '""too good to be true""']",True,True,Medium,1.85254168510437
1946680306808803341,  Givenchy Gentleman Boisee 3.4 oz EDP only $67.62 https://t.co/yPTFIeP7Ka https://t.co/7xhZ2YDgPt,Givenchy Gentleman Boisee 3.4 oz EDP only $67.62,2025-07-19 21:15:27,en,TWITTER,,,,cluster_3,False,5,True,True,Low,Suspicious_source,"The extremely low price ($67.62) for a 3.4 oz Givenchy Gentleman Boisee EDP is suspicious, as this is significantly below typical retail pricing. The shortened URL also raises mild concerns about the ","['""cheap price""', '""too good to be true""']",True,True,Medium,1.85254168510437
1946687886570508414,  Givenchy Gentleman Boisee 3.4 oz EDP only $67.62 https://t.co/AHjRd91zHg,Givenchy Gentleman Boisee 3.4 oz EDP only $67.62,2025-07-19 21:45:34,en,TWITTER,,,,cluster_3,False,5,True,True,Low,Suspicious_source,"The extremely low price ($67.62) for a 3.4 oz Givenchy Gentleman Boisee EDP is suspicious, as this is significantly below typical retail pricing. The shortened URL also raises mild concerns about the ","['""cheap price""', '""too good to be true""']",True,True,Medium,1.85254168510437
1946702281484714438,"  STEAL! Versace Dylan Blue Perfume, as low as $55, retail $130! https://t.co/Bpp3e1Vojb Givenchy Gentleman Cologne, $68, retail $137! https://t.co/gtB9B0l5uU","STEAL! Versace Dylan Blue Perfume, as low as $55, retail $130! Givenchy Gentleman Cologne, $68, retail $137!",2025-07-19 22:42:46,en,TWITTER,,,,cluster_2,False,6,True,True,Low,Suspicious_source,"The comment suggests significantly discounted prices for brand-name fragrances (Givenchy Gentleman Cologne at $68 vs. $137 retail, Versace Dylan Blue at $55 vs. $130 retail), which could indicate pote","['""STEAL!""']",True,True,Medium,3.512683391571045
1946719590223937884,  Givenchy Gentleman Boisee 3.4 oz EDP only $67.62 https://t.co/AHjRd91zHg,Givenchy Gentleman Boisee 3.4 oz EDP only $67.62,2025-07-19 23:51:33,en,TWITTER,,,,cluster_3,False,5,True,True,Low,Suspicious_source,"The extremely low price ($67.62) for a 3.4 oz Givenchy Gentleman Boisee EDP is suspicious, as this is significantly below typical retail pricing. The shortened URL also raises mild concerns about the ","['""cheap price""', '""too good to be true""']",True,True,Medium,1.85254168510437
